Url,NGO Name,Popular Name,Year of Establishment,GuideStar URL,Full Time Staff,Full Time Volunteers,Brief description,Annual Expenditure (Rs in lacs),Year for Annual Expenditure,Impact,Profile pic,Organisation Website,Email,Telephone/ Mobile number,Correspondence  Address,Cause(s),Nature of Intervention,Beneficairies,Focus,Area of Operation: State,PAN
https://www.givingtuesdayindia.org/ngo-detail/38457,Doctors for India Social Welfare Foundation,DOCTORS FOR RURAL INDIA (DFRI),2015,https://guidestarindia.org/Summary.aspx?CCReg=11075 ,10,5,"Humanitarian Organization founded by young doctors, scientists, management personnel with a focus on providing quality medical care to the vulnerable communities in a sustainable and highly affordable manner. Quality and professional implementation of public health programs with measurable impact in the communities, working with government as well. The Vision of the organization is Health for All. The model of care is guided by the principle of affordability, accessibility and quality with the goal of community ownership and sustainability in long run. Malnutrition & TB control immunization on wheels, community holistic health centres, Safe drinking water, Safe India are primary projects. Number of people served close to 8000.",,,,,,dramit.dfri@gmail.com,91-8693837772,"A 402, Mangesh Apartment, MSFC SO CHS, Plot no 06,
Sector 16, New Panvel    Raigad, 
Navi Mumbai, Maharashtra  410206",Healthcare,"Advocacy & Campaigning, Direct service","Children, Elderly, Adolescents, Adults, Patients, Women",Rural & Urban,Maharashtra,AAFCD4965P
https://www.givingtuesdayindia.org/ngo-detail/8308,Don Bosco Tech Society,DB Tech,2006,https://guidestarindia.org/Summary.aspx?CCReg=1665 ,1140,,"DB Tech, a network of Don Bosco skill training centers that attempts to bridge this widening divide between those who have access to opportunities and those who are increasingly being marginalized from the ‚Äònew economy‚Äô jobs. DB Tech addresses this endemic problem with a market-based approach that is sensitive to the socio-economic needs of marginalized youth in the 18-35 years age group. DB Tech is an example of synchronous social action of various stakeholders, which is aimed at mainstreaming and ensuring economic security for youth who could be victimized by poverty. To enable them to gain a foothold in the competitive job market, DB Tech helps them acquire the required livelihood and soft skills.",,,,,http://www.dbtech.in/,info@dbtech.in,91-9711859873,"Don Bosco Tech Society, Don Bosco Yuva Kendra,,
Nangloi Road    North West Delhi, 
Najafgarh, Delhi  110043","Education, Livelihoods, Youth","Advocacy & Campaigning, Support, Network","Adolescents, Adults",Rural & Urban,All India,AAFTS9385R
https://www.givingtuesdayindia.org/ngo-detail/14352,DOPHA HAMKWRAI BODOL,,2003,https://guidestarindia.org/Summary.aspx?CCReg=5734 ,15,12,"Dopha Hamkwrai Bodol is working for the benefit of poor remote Tribal  communities since its inception in 2003. We are also maintaining a Boarding House, Drop out Hostel in co-operation with the Department of Tribal Welfare, govt. of Tripura besides conducting skill training programmes for socio-economic development of the unemployed rural tribal youths & women‚Äôs successfully and to provide staff for Project Facilitator Teams (PFTs) for management of project in Tulasikhar and Mungiakami RD. Block which is support services by the NERLP, funded by World Bank Funded. Environmental (NEAC) Programme and Awareness & education of WASH and Swaccha Bharat Abhijan are also activities of our Society.",4569409,FY 2018-19,"The Organisation towards the Indigenous people and um employee  youths. Many project will provide an excellent education and opportunities to underprivileged children for school Drop-out, holistic growth and development, which will put them on the path toward breaking the pervasive cycles of poverty in their slum communities and also have bright future in their career. Especially Destitute Girl Children will be protected from Child marriages, trafficking, domestic servant maids. Various project creates a chance to lead good career in their professional lives.",https://www.givingtuesdayindia.org/civicrm/file/imagefile?id=2208&eid=14352&fcs=06d34782224fdc8bbaf8b1eef1f428b7a5669a88ef3922976a7be0ba4149776e_1575212744_168#,http://www.dhbsociety.org,aduindb@yahoo.co.in,91-9436169573,"Vill-Ramdewan Chowdhury Para,,
P/o-Rajnagar(Tulashikhar), P/s- Champahour    West Tripura, 
Khowai, Tripura  799207","Community Development, Education, Environment, Livelihoods, Women, Youth",Grant-making,Girl Child,Rural,Tripura,AAAAD6616Q
https://www.givingtuesdayindia.org/ngo-detail/5826,Dr Shroff s Charity Eye Hospital,SCEH,1922,https://guidestarindia.org/Summary.aspx?CCReg=354 ,646,,"Dr. Shroff's Charity Eye Hospital is one of the best super-specialty eye care institutions in North India, offering its services across all economic sections of the society. Today it offers quality Eye and ENT care across the various locations at New Delhi, Alwar, Saharanpur, Lakhimpur Kheri and Vrindavan. The hospital has adopted the cross-subsidy model, wherein 50% of surgeries would be done free of cost for the poor. While the revenue earned through the paid work helps the hospital to meet its running expenses, donors and funding agencies help us to undertake the free work for the poor. Last financial year (2017 ‚ÄövÑv?‚àövë‚àö¬® 18)nearly 500000 people were examined at SCEH, out of which 32090 surgeries were done. Out of the total surgeries 16399 (5 1.1%) were done free or highly subsidized to the underprivileged section of the society.",,,"6. Received Lotus Award for Humanitarian service from Vision 2020.
7. Most Promising Social Progam that complement the sustainable Development Goals.
8. SCEH is empanneled with NCSR Hub , TISS, Mumbai.
9. Certification from Guide Star.
10.Awarded by Dr. R.P. Centre of Ophtalmic Sciences, AIIMS, for outstanding contribution to the National Eye Bank
11.Accreditation of SCEH‚ÄövÑv?‚àövë‚àö¬•s Eye Bank by Sight Life and North Carolina Eye Bank, USA
12. Dr. Suma Ganesh of SCEH awarded by Association of Community Ophalmologists of India (ACION)
13.Great personalties like Mahatma Gandhi, Dr. Rajendra Prashad and Dr. Abdul Kalam have visited and taken services from our hospital.",,http://www.sceh.net,donate4sight@sceh.net,"91-11-43528888, 91-11-43524444","5027, Kedarnath Road,
Daryaganj    New Delhi, 
New Delhi, Delhi  110002",Healthcare,Direct service,"Physically Challenged, Children, Elderly, Organ Donors, Girl Child, Medical Practioners, Adults, Patients, Women",Rural & Urban,DelhiHaryanaRajasthanUttar Pradesh,AAATD0235A
https://www.givingtuesdayindia.org/ngo-detail/16381,DR.K.R.ADHIKARY COLLEGE OF OPTOMETRY AND PARAMEDICAL TECHNOLOGY,K. R. ADHIKARY COLLEGE,2005,https://guidestarindia.org/Summary.aspx?CCReg=7080 ,3,6,"Dr. K.R. Adhikary College of Optometry & Paramedical Technology is imparting training in
paramedical courses since 2003 and is affiliated to University of Kalyani and also an ISO 9001:2008 certified
institution. Our institution is also D.M. Managing Body approved Institution. As per our knowledge this
Institution is the pioneer of Paramedical Colleges under affiliation of a State University in West Bengal.
Another point which I want to mention here is that our organization is a voluntary organization and
registered under S.R. Act. 1961 of West Bengal (Regd. No : S/IL/26880).",,,"Success Story :
From 2003-2004 to 2013-2014 sessionabout 341 nos. successful Students placed in different Governmental, Semi GovernmentallikeMunicipal & Panchayet sector, Privatesector like Hospitals, Diagnostic Centres, Nursing Homes, Clinics etc.Few students engaged in Private Practice as Optometrists & Physiotherapist and few students established their own Diagnostic Centre, Dental Laboratory etc.
In our Out Patients‚Äô Department ‚ÄúDR.K.R.ADHIKARY SEVA PRATISTHAN‚Äù we examined with free medicines (as per our capability) about 30550 nos. poor patients from July 2003 to December 2015 in all departments.
From the year 2006 to December 2015 we operated approx. 3000 nos. poor Cataract patients with I.O.L. at free of cost with pre-operative check up in collaboration with Rotary Hooghly Eye Hospital.
With a desire to work among the mentally & physically challengedpopulation we started‚ÄúASTHA‚Äù ‚Äì a school for mentally challenged population on 2nd July 2010 at North 24 Parganas which was inaugurated by Prof. Dr. Aloke Kumar Banerjee, the then Hon‚Äôble Vice Chancellor, University of Kalyani. Present address of this school is 3,Bijoynagar, Madral Road, Naihati, North 24 Parganas. This school is enlisted by Naihati Municipality but not yet been registered by the Government",,http://www.kradhikarycollege.org,kradhikarycollege@gmail.com,91-9830278185,"16 West Ghoshpara Road,,
Bhatpata, North 24 Parganas, West Bengal    North 24 Parganas, 
Bhatpara, West Bengal  743123","Healthcare, Livelihoods","Advocacy & Campaigning, Support","Physically Challenged, Elderly, Girl Child, Street Children, Dalits, HIV+, Adults, Students, Rural Poor, Youth, Slum Dwellers, Mentally Challenged, Women",Rural & Urban,West Bengal,AAAAD9394F
https://www.givingtuesdayindia.org/ngo-detail/22171,DREAM GIRL FOUNDATION,,2013,https://guidestarindia.org/Summary.aspx?CCReg=7605 ,6,,"Dream Girl Foundation is a non-profit making organisation which works hard for the upliftment and betterment of the girls. We focus on improving the lives of girls by providing them education, shelter and clothing across the country. Our organisation takes proper care of the girls and try to make their lives better. We believe that education is one of the most important mediums that help in developing the country. Our NGO provides quality education to all the underprivileged girls so as to enhance their standard of living. We leave no stone unturned to give a better tomorrow to the girl child. Our NGO also gives importance to health part and provide medical help to the girls. We are supported by a team of teachers, doctors, trainers and oth",,,"Partner of Google
CSR Implementing Agency of Frost
CSR Partner of Prometric",,http://www.DREAMGIRLFOUNDATION.NGO,info@dreamgirlfoundation.ngo,91-9873133134,"99F, B-BLOCK,
SURYA VIHAR, NEAR SEC-4 POLICE STATION    Gurugram, 
GURGAON, Haryana  122001","Children, Education, Healthcare","Intermediary, Support, Grant-making","Urban poor, Children, Girl Child, Street Children, Patients",Rural & Urban,All India,AABTD8681R
https://www.givingtuesdayindia.org/ngo-detail/21877,Dreamz Foundation Trust,DFT,2017,https://guidestarindia.org/Summary.aspx?CCReg=10478 ,8,4,"DREAMZ FOUNDATION TRUST [DFT] is a professionally managed committed NGO active in community capacity building and issue based networking. The primary focus of DFT is on the problems of the poor in their struggle to obtain a life of justice and dignity. Environment stabilization, food security and empowerment of the community for self-governance are the most important components of its mission. Gender justice, natural resource management, and livelihood security are our primary areas of concern.
We are more than Twelve staffs and volunteers served to promote various activities and welfare programes.",,,,,http://www.dreamzfoundationtrust.in,dreamzfoundationtrust@gmail.com,91-8681939730,"No:121-122,Rpg Globhal City,
Pillaipakkam P.O,Kolathur    Kancheepuram, 
Sriperumbudur, Tamil Nadu  602105","Emergency Relief, Environment, Livelihoods","Direct service, Network, Support, Advocacy & Campaigning","Adolescents, Adults, Blood Donors, Children, Dalits, Disaster Affected, Displaced Persons, Domestic Workers, Elderly, Farmers / Farm Labourers, Girl Child, Healthcare Workers, HIV+, Homeless, Juvenile, Lesbian / Gays / Bisexuals / Transgender, Mentally Challenged, Migrants, Orphans, Patients, Physically Challenged, Rural Poor, Slum Dwellers, Street Children, Students, Teachers, Tribals, Urban poor, Volunteers, Women, Youth, NGOs",Rural & Urban,All India,AACTD8994L
https://www.givingtuesdayindia.org/ngo-detail/12866,DRISHTI FOUNDATION TRUST,,2012,https://guidestarindia.org/Summary.aspx?CCReg=4793 ,7,12,"Drishti Foundation Trust reached and helped millions of lives, since its inception and still working tirelessly to provide quality education, awareness and healthcare in the spirit of the society, especially the poor, disadvantaged and the disenfranchised irrespective of caste and creed. DFT is also helping to conserve environment and natural resources.",,,,,http://www.drishtifoundation.org,mail2drishtifoundation@gmail.com,91-9873522666,"CG-2,Aarohi Appartment,
Near New York Tower    Ahmedabad, 
Ahmedabad, Gujarat  380054","Education, Environment, Healthcare","Advocacy & Campaigning, Support, Network, Direct service","Urban poor, Physically Challenged, Accident Victims, Construction Workers, Children, Homeless, Domestic Workers, Orphans, Elderly, Plants, Girl Child, Legal Workers, Street Children, Dalits, Disaster Affected, HIV+, Rickshawallahs / Drivers, Adults, Students, Volunteers, Juvenile, Rural Poor, Youth, NGOs, Slum Dwellers, Tribals, Mentally Challenged, Women, Healthcare Workers, Factory Workers, Sportspersons, Farmers / Farm Labourers, Truckers",Rural & Urban,All India,AABTD7580K
https://www.givingtuesdayindia.org/ngo-detail/19294,Education Support Organization,Gyan Shala,1996,https://guidestarindia.org/Summary.aspx?CCReg=8797 ,1100,,"Gyan Shala program of Education Support Organisation (ESO) was initiated with the aim of providing good quality basic school education to children from poor rural and urban families, on par with what is available to urban upper income classes. Starting with 10 classes in the year 2000, Gyan Shala emerged as one of the largest non-government school education program in India in 2015-2016, which
(i) Ensured high learning outcomes for over 44,000 urban slum children in its own school - classes, across 9 cities in 4 states (Gujarat, Uttar Pradesh, Bihar, West Bengal)
(ii) Worked with almost 500,000 children in around7,300 Government schools for quality improvement to strengthen foundation stage, grades 1-3",,,"(i) Ensured high learning outcomes for over 44,000 urban slum children in its own school-classes, across 9 cities in 4 states (Gujarat, Uttar Pradesh, Bihar, West Bengal)
(ii) Worked with almost 500,000 children in around7,300 Government schools for quality improvement to strengthen foundation stage, grades 1-3",,http://www.gyanshala.org,info@gyanshala.org,91-9426511272,"42, 2nd Floor, Tapovan Society, Nehrunagar Road, Nr. Manek Baug Hall,,
Ambawadi    Ahmedabad, 
Ahmedabad, Gujarat  380015","Children, Education","Advocacy & Campaigning, Support, Direct service","Urban poor, Children, Girl Child, Students, Teachers, Rural Poor, Slum Dwellers",Rural & Urban,,AAATE0790P
https://www.givingtuesdayindia.org/ngo-detail/22141,Educational and Development Initiatives,EDI,1995,https://guidestarindia.org/Summary.aspx?CCReg=6048 ,6,1,"Educational and Development Initiatives (EDI) was formed with the aim of fostering among young people ideals of service to those in need and leadership for society. Hundreds of families have participated in the educational, personal development and cultural enrichment programmes offered through study centres run by EDI in New Delhi and Mumbai.
Apart from the study centers, EDI also has experience in offering vocational training for underprivileged girls and women from rural areas and to help fill the gap in studies for school-leavers. As an expansion of its current projects, EDI is coming up with a Vocational Training Centre on Sohna Road, Haryana, to reach out to the underprivileged women in the surrounding villages",,,,,http://www.EDI.ORG.IN,info@edi.org.in,91-9899113697,"40 B, FIRST FLOOR,
YUSUF SARAI    South Delhi, 
NEW DELHI, Delhi  110016","Education, Livelihoods, Women",Direct service,"Urban poor, Children, Domestic Workers, Elderly, Girl Child, Adolescents, Adults, Students, Rural Poor, Youth, Women",Rural & Urban,DelhiHaryanaMaharashtra,AAATE2524K
https://www.givingtuesdayindia.org/ngo-detail/8245,Educo,educo,2009,https://guidestarindia.org/Summary.aspx?CCReg=1632 ,53,1,"We are, educo, an NGO located in Central Mumbai managing a school in partnership with the MCGM. Our curriculum is focused on providing high quality English medium education to our students. However, we lay equal emphasis on imparting structured value education in order to build the student‚Äôs character. With active parent engagement and commitment to educo, we are able to impact the local community thereby being catalysts for social change.
Parel (Lalbaug) grapples with poverty and under-development, amidst the development and boomtown high rises surrounding it. This area is among the least literate communities in Mumbai. Education of the children and engagement with their parents will help this disenfranchised group of people into mainstream occupations.
Educo provides greater visibility for corporates & CSR projects. Further, employee engagement programs can be more impactful, credible and logistically easy to implement as educo is at a viable location.
We hope you will be the eventual employers of our future model citizens.
We request you to visit the schools and experience the passion on ground.",,,"Grew the school to the planned 205 children.
Strengthened our relation ship with the MCGM within the Public Private Partnership program (ppp)
Introduced many extra subjects from volunteers to include gymnastics,yoga,artistic drawing and many more",https://www.givingtuesdayindia.org/civicrm/file/imagefile?id=1231&eid=8245&fcs=85c78b3de38dff8296858387ead2cd6578a2845cceb3b26e939c2978590c4242_1575212758_168#,http://www.educo.in,meenal.srinivasan@gmail.com,91-8422045888,"22,First Floor Khatav Building,
Dr.S.S.Rao Road    Mumbai City, 
Lalbaug, Parel, Maharashtra  400012",Education,Direct service,"Children, Girl Child, Adolescents, Students, Teachers, Volunteers, Youth, Slum Dwellers",Urban,Maharashtra,AAATE3280G
https://www.givingtuesdayindia.org/ngo-detail/19754,Edufun Foundation Trust,EDUFUN,2014,https://guidestarindia.org/Summary.aspx?CCReg=9066 ,10,28,"EDUFUN FOUNDATION TRUST is a voluntary organization which is registered under Societies Registration Act 1860 and 1950 Bombay Public Trust Act.  It was established on 24 April 2014, by a group of likeminded social workers who were working in the fields of basic health, education, environment protection, rural development, women empowerment and human rights. Organization began with very limited resources as well as manpower. The organization aims to empowerment of the economically weaker and socially marginalized section of the society through capacity building of the people.
As far the legal status of EDUFUN FOUNDATION TRUST is concerned, it is a legally constituted voluntary organization having registration under the Societies Registration Act 1860 And. 1950 Bombay Public Trust Act. It has been registered under 12AA and 80G in Income tax dept. Gujarat (India). It has registered under FCRA by Home Ministry Of India. It works on No Profit – No loss basis.
Our volunteers educate and mentor children from orphanages, slum and village community center’s across Gujarat to give them a better future, which will benefit them as well as our country. The learning experience is mutual – our volunteers gain perspective and the experience to mold themselves into tomorrow’s leaders.",,FY 2018-19,"Objects of Institute: The objects of the trust are as following.
1.	For the growth of Education establish run and maintain Educational Institutes such as Junior K.G., Balmandir, Primary school, Secondary school, Higher secondary school, Collages, Computer Training, Nursing Institute, Pharmacy Collage, Hostel, Library, Study centre, etc. Establish, run and maintain. And provide educational aid to the poor students.
2.	Make residence arrangements of mentally unsteady p eople of society, provide clothes, giving mentally training and protect their health and given employment to the people who seems mentally proper end given employment training
3.	Establish medical facility for the health of people, open hospital , open blood bank, organise health checkups camps, organise female health information camp & women empowerment camp, arrange seminar to prevent abortion , establish and maintain blood bank and eye bank.
4.	Make tree plantation, make garden, nursery for environmental purpose, conduct pollution controlling relating activities, implement save water and water resource schemes to rural areas cleanness activities done solar bio-gas and water relating works and attempt development.
5.	Provide necessary aid to effected people at the time natural and human calamities such as flood, earthquake, famine, war.
6.	Establish necessary old age house for old aged , handicapped, disable, baseless, clutched people so that they can live with honour in the society to build up and maintain rest house and water tank,
7.	Take participate in water development program scheme of government from panchayat to taluka and central level government schemes such as forest, agricultural growth, make well, tank. Ponds and construct school building.
8.	To be given training in the field of knitting, embroidery training and shorthand training.
9.	Handicapped people can live with honour in the society and become self reliant creates their employment opportunity also implemented various employment schemes, run and open Vocational classes for mental and handicapped person and given them admission in training centre and other training centre.",,http://www.edufunfoundation.in,edufun.govt.india@gmail.com,91-9725297187,"Behind Madhusudan Plaza,
Navgrah society    Banaskantha, 
Dhanera, Gujarat  385310","Disabled, Education, Environment, Healthcare, Women","Direct service, Network, Grant-making, Intermediary","Adolescents, Adults, Animal Lovers, Animals / Birds, Artisans, Artists, Beggars, Blood Donors, Children, Commercial Sex Workers, Construction Workers, Dalits, Disaster Affected, Displaced Persons, Domestic Workers, Elderly, Factory Workers, Farmers / Farm Labourers, Firemen, Girl Child, Healthcare Workers, HIV+, Homeless, Juvenile, Lesbian / Gays / Bisexuals / Transgender, Medical Practioners, Mentally Challenged, Organ Donors, Orphans, Patients, Physically Challenged, Plants, Porters, Prisoners, Rickshawallahs / Drivers, Rural Poor, Scavengers (human), Slum Dwellers, Street Children, Students, Tribals, Urban poor, Volunteers, Weavers, Women, Youth, NGOs",Rural & Urban,Gujarat,AAATE6271D
https://www.givingtuesdayindia.org/ngo-detail/7737,Ekam Foundation,,2009,https://guidestarindia.org/Summary.aspx?CCReg=1362 ,55,15,"Ekam Foundation is a Non Governmental Organization which is working for the healthcare of underprivileged children in Tamilnadu since 2007 and recently launched our projects in Maharastra , Chattisgarh & Uttrakhand India.
We admit poor children in private hospitals with whom we have networked and reimburse the subsidies given by them. We bring in support for the hospitalization (secondary & tertiary care) of the children admitted in private hospitals and renting ventilators, lab support & medicines for the children ofGovernment Hospitals. Children by definition for us isbelow 19yrs.
Ekam was formally inaugurated on Doctor‚Äôs day July 1st 2007 as a Community Pediatric Project of CIOSA( Confederation ofIndian Organizations for service and Advocacy) which is the CSR initiative of Mafoi Foundation .
We are also happy to inform you that Ekam changed into a Public private partnership model by joining hands with the government health department on 14th Nov, 2008.
Ekam Foundation spun off as separate organization in August 2009.",,,"Since our inception in the year 2009, Ekam has been successful in facilitating life saving medical treatment support to 9864 children [April 2009- Dec 2015] through a project called the Save a Child Project.",,http://www.ekamoneness.org,sailakshmi@ekamoneness.org,,"No.16/19,
Jayalakshmipuram 1st Street,Nungambakkam,    Chennai, 
Chennai, Tamil Nadu  600034","Children, Healthcare, Advocacy","Support, Network, Direct service",Children,Rural & Urban,ChhattisgarhKarnatakaTamil NaduTelanganaUttarakhand,AAATE3547N
https://www.givingtuesdayindia.org/ngo-detail/15369,EKJUT,NO,2002,https://guidestarindia.org/Summary.aspx?CCReg=6401 ,330,,"There are nearly 700 indigenous groups in India constituting 8% of the population. Jharkhand and Odisha have some of the largest indigenous populations. Ekjut chose to work in areas with high proportions of indigenous groups as most of this population lives below the poverty line with limited access to education. In this context of widespread poverty, disease and malnutrition are rampant. A look at basic health indicators in the areas throw up alarmingly high figures of maternal mortality ratio (720) and neonatal mortality rate (59) aggravated with poor quality, inaccessible and mostly, unavailable health services. Ekjut believes that the children of poor households have fewer opportunities and resources, in education,health and livelihood",,,"1.Reduction of neonatal mortality by 30% through Participatory Learning and Action (PLA) meetings with women‚Äôs groups between 2005 and 2008 in 3 districts of Jharkhand and Odisha.
2.Reduction of neonatal mortality by 32% through Participatory Learning and Action (PLA) meetings with women‚Äôs groups facilitated by ASHAs between 2010 and 2011 in 5 new scaled up districts of Jharkhand and Odisha.
3.In 2014, WHO endorsed ‚Äòthe final recommendation of the WHO Guideline Review Committee, reiterates the effectiveness of community mobilization through facilitated participatory learning and action cycles with women's groups for improving maternal and newborn health in rural settings with low or negligible access to healthcare services.
4.Ekjut Received ‚ÄòPublic Health Champion Award‚Äô from WHO in the year 2015",,http://www.ekjutindia.org,rajkumar.ekjut@gmail.com,91-9934155959,"Plot No. 556B, Ward No. 17,,
Potka    West Singhbhum, 
Chakradharpur, Jharkhand  833102","Children, Education, Healthcare, Livelihoods","Advocacy & Campaigning, Support, Network, Direct service","Physically Challenged, Children, Homeless, Girl Child, Adolescents, Ethnic Groups, Youth, Tribals, Women, Healthcare Workers",Rural & Urban,Bihar,AAATE1354P
https://www.givingtuesdayindia.org/ngo-detail/14021,EKLAVYA SWAVALAMBAN TRUST,EST,2006,https://guidestarindia.org/Summary.aspx?CCReg=5530 ,,,"The Trust, an integral part of
Friends of Tribals Society aims:
To build train and facilitate skill
development through activities that
are self- reliant for the villages.
A resource centre for empowering
social workers to live with and serve
tribal and rural communities in
India.
The ultimate aim is to establish a
Tribal University that will become
the standard for empowering tribal
communities all over the world
Its service and training programmes
include
ÔÇ? Organic farming and
agriculture
ÔÇ? Cow based living and Animal
Husbandry
ÔÇ? Rain Water Resource
Management
ÔÇ? Women / Youth development
ÔÇ? Multi Skill Entrepreneurship
Training
ÔÇ? Formation of Self Help Groups
ÔÇ? Primary Health and Sanitation
ÔÇ? Supporting village Enterprises
ÔÇ? Knowledge and",,,,,,vckothari@yahoo.co.uk,,"801,8th FLOOR, B WING, SHILP BUILDING,
PANDURANG BUDHKAR MARG,    Mumbai Suburban, 
MUMBAI, Maharashtra  400013","Healthcare, Livelihoods, Women, Youth","Direct service, Intermediary","Dalits, Ethnic Groups, Farmers / Farm Labourers, Rural Poor, Tribals",Rural & Urban,All India,AAATE2509A
https://www.givingtuesdayindia.org/ngo-detail/18040,"EKVIRA MULTIPURPOSE FOUNDATION, AKOLA",EMFA,2008,https://guidestarindia.org/Summary.aspx?CCReg=8073 ,9,,"FOR THE REHABILITATION AND MAINSTREAMINGOF YOUNG HEARING HEARING IMPAIRED (DEAF) IS MISSION OF
Ekvira Multipurpose Foundation Akola,which isestablished in 2007 AT AKOLA (MAHARASHTRA) & registered under society registration act 1860 &Bombay public trust act 1950in the office of Hon.Asst. charity commissioner, Akola, also registered as ‚Äòcharitable trust‚Äô u/s 12 AA and as Donee organization under section 80 G of income tax act 1961.
provide habilitation to deaf children and family support, since 2008 we runs ongoingproject for 0 to 6 years deaf kidsA ‚Äò BALVIKAS KENDRA‚ÄôA rehabilitation center for hearing impaired of early age & speech hearing language & parent training center.
The program is constructed to bring them in to hearing & speaking world & enable them to get education in General school with normal child. Educating young children with Hearing Impairment is a family affair. Parent‚Äôs encouragement also done by involving them in this activity as an equal partner.
At present 17 H I kids are getting training, Till today 50 H I kids are moved in to general school of their choice.The fact that, government support is almost none.
In addition to that, for late detected H I kids and for general school readiness, BALVIKAS SPECIAL SCHOOL for 25 hearing impaired children, un-aided special primary school (oral-aural) non-residential is running since 2012.
We provide free education to H I students. Above both the programs are UN- aided and approved by commissioner with persons with disability of government of Maharashtra. We run the activities on voluntary contribution of trustee n parents, individual donors. needy families are shifted to center along with their child from adjacent districts.
Also, few PROFOUNDLY hearing impaired kids who hasundergone the cochlear implant surgery andthey were lacking post operative training due to their financial problem and who cannot afford to stay at Mumbai or pune Nagpur.
Hence, looking for the recurring / nonrecurring / corpus funds/partner, to maintain additional staff & develop the more facilities, services of experts and many more.
MORE THAN 50 H I KIDS ARE INTEGRETEDIN GENERAL SCHOOL",,,"UP TO THE YEAR 18-19 , 75 HEARING IMPAIRED STUDENTS MOVED TO MAIN STREAM EDUCATION,
MORE THAN 600 FAMILIES COUNSEL TO DEAL THE PROBLEM OF THEIR SPECIAL CHILD",,http://www.ekvirafoundation.org,ekvira_mfa@rediffmail.com,91-9420705782,"Opp.Dhone Chitrkala Collage, Jyoti Nagar,
Jatharpeth, Akola    Akola, 
Akola, Maharashtra  444005","Children, Disabled, Education, Livelihoods","Support, Direct service","Physically Challenged, Children, Adults, Women",Rural & Urban,Maharashtra,AAATE3076E
https://www.givingtuesdayindia.org/ngo-detail/38567,ELDER CARE TRUST,,2014,https://guidestarindia.org/Summary.aspx?CCReg=11219 ,5,,"Palliative Care, End stage diseases, Paralysis, Dementia, Alzheimer's, etc. through a dedicated Care Center, as well as at home. Also, the Trust helps spread awareness about problems in the Elderly.",,,,https://www.givingtuesdayindia.org/civicrm/file/imagefile?id=1551&eid=38567&fcs=11ff0b4102c8c63de6f8f20db721d4a6b432876aa001c6ca5d93058ae5eced23_1575212769_168#,https://www.eldercaretrust.org,eldercaretrust@gmail.com,91-9979854798,"4, Sangam Park Society,
Near Hirabaug Railway Crossing, Ambawadi    Ahmedabad, 
Ahmedabad, Gujarat  380006","Elderly, Healthcare","Direct service, Network, Support, Advocacy & Campaigning, Intermediary","Adults, Chronically Ill, Elderly, Patients, Physically Challenged",Rural & Urban,GujaratDaman and DiuDadra and Nagar Haveli,AAATE6101C
https://www.givingtuesdayindia.org/ngo-detail/6641,ELSHADDAI,Street Child Rescue,1997,https://guidestarindia.org/Summary.aspx?CCReg=774 ,193,80,"An ISO certiÔ¨Åed NGO, El Shaddai has established several projects in the areas of education (formal/non formal schools, Adult Literacy, and remedial coaching), women empowerment (reproductive health/family planning/contraception/child marriage/girl child), Institutional care, community Health, Mana Khana and Vocational Training.
Based in Goa El Shaddai work primarily with street and slum children and over the years has expanded its base in Kerala, Karnataka and Tamil Nadu. Till date El Shaddai has reached out to more than lakhs of children, given vocational training to 40,000 people and helped in educating over 70,000 children. Started in 1997, El Shaddai was founded under the aegis of two socially conscious individuals, our co-founders Matthew Kurian (Managing Trustee) and Anita Edgar, who were disturbed by the plight of the children from deprived sections of the society. Our first school ‚Äì Shanti Niketan, was started in 1999 in Saligao in a small house with over a hundred of children. Today, it is located in Assagao with its own campus. The school focuses on providing non formal education. With the growing numbers and contribution El Shaddai started sending hundreds of children to Formal schools. Considering the economic situation of these children, El Shaddai employs an integrated development approach on the child, family and community. El Shaddai mainly gets its funding from individual donors, sponsors, and corporate partners.",,,"Global Achiever Foundation Award 2012
We are proud to announce to the world yet another laurel that got added to the legacy of El Shaddai Charitable Trust. Mr. Matthew Kurian, the co-founder of El Shaddai Charitable Trust, Goa received the Excellence Award for National Social Activity 2012 from the Global Achievers Foundation in the month of April 2012. He was honored for his Outstanding Individual Achievements and Distinguished Services to the Nation during the occasion of National Seminar on Individual Contribution for Social & Economic Growth on the 20th April 2012 at New Delhi.",,http://www.childrescue.net,infogoa@childrescue.net,"91-832-2268440, 91-832-2464169",,Education,"Direct service, Network, Support, Advocacy & Campaigning","Adolescents, Adults, Beggars, Children, Commercial Sex Workers, Construction Workers, Domestic Workers, Girl Child, HIV+, Homeless, Juvenile, Legal Workers, Migrants, Orphans, Prisoners, Rural Poor, Slum Dwellers, Street Children, Students, Teachers, Urban poor, Volunteers, Women, Youth, NGOs",Rural & Urban,All India,AAATE0428L
