Url,Name,NGO Name,Collected (in $),Target (in $),Donations (in $),Description,Challenge,Solution,Long-Term Impact,Location,Website,Facebook,Twitter
https://www.globalgiving.org/projects/mitra-jyothi/,Donate for Braille Books-Help Blind children read!,Mitra Jyothi,6763,10000,75,Mitra Jyothi has now taken up the ambitious project of supplying Braille Books for visually impaired children from rural Karnataka. This shall be a select collection of 100 educational reference material for children and aims towards promoting education in the visually impaired community with more focus towards the rural poor. This is possible only with the availability of accessible reading material! Post Accelerator extending the project to get extended support to produce additional 100 books.,There are an estimated 45 million people in the world with visual disability and one in three of them are in India. India has an estimated  population of 15 million people who are blind. The only means of basic education to these people is through Braille. Availability of Braille books in local languages is extremely limited and is nonexistent for the rural poor. Apart from school text books blind children are completely deprived of reading material.,Mitra Jyothi shall produce 100 different educational books/reference materials especially in Kannada suitable for students education.  These books will be printed in Braille and distributed to the blind schools/colleges/individuals in Karnataka - there are 30 blind schools in Karnataka that are actively serving children from rural communities.,"Cultivate the habit of reading in visually impaired community from early stage. Helps visually impaired people to be equally competent with others and get higher education, better employment opportunities and live independent life without discrimination.","Bangalore, Karnataka - India",https://www.mitrajyothi.org,https://www.facebook.com/MitraJyothiorg/,https://twitter.com/mitrajyothi
https://www.globalgiving.org/projects/masooms-technology-on-wheels-for-night-school-students/,Tech On Wheels For Night School Students In India,Masoom,3671,6000,68,"Masoom as part of its &quote;Night School Transformation Programme&quote; partners with schools where students study from 6.30 PM to 9.30 PM. The students (around 4000) are aged 14 to 30, who work during the day to support their family & study at night to complete their education. They mostly live in slums & from a poor socio-economic background where the total family income is between INR 2000 to 5000 per month. Masoom provides the students with critical educational infrastructure & resources","Night school students have to complete their studies in half the time of day school students. They do not have access to basic facilities in schools - like science lab, computer education, etc. They are unaware of various &quot;skilled&quot; career options. They have little exposure in areas of Science & Technology.  To address this issue, Masoom ran a pilot in one school with Level Up Village in US which was a success but ran into a bottleneck due to lack of space and necessary equipment in the schools","To address the issue of lack of space & equipment, Masoom along with Elkem AS launched Tech Wheels bus. This is a mobile van with 14 laptops, internet access, seats 28 students, has a projector that will reach LevelUp Village's STEAM (Science Technology Engineering Arts Math) programs to 500 Night School Students in Mumbai in a year, also interact with students in US. The bus will be used for imparting training, Community Engagement & an incentive for out of school students to enrol in schools","Spreading awareness of the importance of Education, Skilling in other areas which would provide better job opportunities for these students, the ability to see the outside world through interaction with students over Skype and Video Letters, will broaden the horizon of the students. Through Community engagements via the bus Masoom is hoping to increase the enrolment of out of school students thus ensuring students complete their basic education - the reach for Year 1 is expected to be 1050","Mumbai, Maharashta - India",http://www.masoomeducation.org,,
https://www.globalgiving.org/projects/home-for-mentally-challenged-boys/,Improve Lives of 90 Special Needs Boys in India,U&I,24737,30000,326,"The Institute of Mentally Handicapped Boys is a government-run Home for 90 boys with special needs, most of whom have been abandoned by their families. U&I partners with the State to ensure that each of the boys has access to a hygienic environment and individualized therapy. U&I employs full-time staff, including care givers, speech and physiotherapists and special needs teachers to ensure that these children are given the resources and care to live a productive life.","Hundreds of special needs children in India are abandoned by their families due to lack of finances - they are then left in State care for the rest of their lives. While the State provides basic food and shelter, the residents in these Homes lack access to special education and therapy, as well as necessary social interaction. Through U&I's partnership with the State, we work in a boys' Home which houses 90 children, ensuring that they receive the care required to live a productive life.","Through our partnership with the State, U&I works with the boys in the Home to give them access to individualized therapy and care. By providing a clean, safe and productive environment for the boys, U&I proposes to raise the bar for healthcare in State-run special needs Homes, using the boys' Home as a model to replicate in other states across India.","Occupational therapy, speech therapy, and vocational training will enable these differently-abled boys to live a more independent, healthy and productive life. Vocational training will also help the boys develop skills that can potentially be used to earn a small income. By setting up a model Home U&I proposes to raise the bar for healthcare in state-run Homes for special needs individuals.","Bangalore, Karnataka - India",http://www.uandi.org.in,https://www.facebook.com/uandi.org.in,https://twitter.com/uandi_tweet
https://www.globalgiving.org/projects/higher-education-to-310-remote-rural-girls/,Higher education to 310 remote rural girls,"Community Health, Housing and Social Education (CHHASE)",2124,20000,61,"This project will provide quality education support to 310 under privilege girl children from poor remote rural areas & studying V to XII in Govt., Private & Convent schools. These poorest girl children are good at studies but struggling for education support, due to children parents are working as daily low wage labors in agriculture. These children will benefit immensely from CHHASE holistic approach to education & comprehensive support services and also lead to a safe & secured future","CHHASE has identified 310 underprivilege children in Tiruvallur & Tiruvannamalai districts of Tamil Nadu, who are struggling to go to schools and no free school available in these villages. Parents are unable to provide notebooks, uniforms, clothes, shoes, pens, pencils, private convent school fee, tuition fee Etc. Children parents are Agricultural labors, with low wages. Most of the children come from backward communities. This project will provide bright future to all deprived girl children","This project will educate children well, self reliant to achieve goals in their bright future. Our object is to improve access & quality of education for 310 children through enrollment of deprived children in schools & maintain regular attendance, sponsor school fees, uniforms, shoes, school supplies & educational material. CHHASE mainly concentrates on Girls  higher education and Enrollment in schools. This project will provide bright future to all the deprived girl children","CHHASE will provide an excellent higher education and opportunities to 310 underprivileged Girls for holistic growth and development. Especially Destitute Girl Children will be protected from Child marriages, trafficking, domestic servant maids. This project creates a chance to girl child to stand on their own.","Tiruvallur District, Tamilnadu - India",http://www.chhaseindia.org/,"https://www.facebook.com/Globalgiving,globalgiving.uk",
https://www.globalgiving.org/projects/educating-209-special-needs-children-rural-india/,HELP EDUCATING 209 SPECIAL CHILDREN IN RURAL INDIA,ASHA KA JHARNA,6624,100000,75,"Our Program Key Objectives Are: To educate & provide preventive, intervention and rehabilitative services to Children with Intellectual & Developmental Disabilities and/or Hearing Impairment To conduct training and capacity building in the field of rehabilitation to make a pool of better equipped professionals, parents, care-givers  To ensure, advocate and promote equal rights of the special needs children To motivate and sensitize all stake holders for the special children's training","National Family Health Survey 2015-16 based on Rajasthan statewide sample size estimates that there are 2188 Persons with disabilities (Per 100,000 Population). Reported average figures in Jhunjhunu & Sikar districts translate into 33,445 & 41,900 persons with disability respectively. With 44 % of these being children below 18 (15 % in 0-6 years age group), we have a challenging task cut for reaching out to more than 33,000 children in these two districts.","Through well thought of established sub-system concerning child at focal center , we work closely with different entities in the child environment; be it family, non-disabled children, regular teachers, mass media, professionals across different spectrum, politico-social leadership and finally ideological & belief level interventions Our Rehabilitation Strategy CREAM (Catch Them Young; Rights Based; Engage; Advocate & Maximize Potential) is concentrated around this sub system.","Children body movement, posture, gait & muscles are strengthened as well as improved communication skills. By having a nutritional meal, learning outcomes are made better. Children gain skills needed to live independently or with reduced dependence on community. Their confidence is boosted through exposures. They learn interpersonal skills, independent living and are exposed to varied culture and traditions. Community is also sensitized about disability when our children enter public arena.","NAWALGARH, RAJASTHAN - India",http://www.ashakajharna.org,https://www.facebook.com/ashakajharna,https://twitter.com/ashakajharna
https://www.globalgiving.org/projects/salaam-baalak-trust-working-for-street-children/,Salaam Baalak Trust - working for street children,Salaam Baalak Trust,25553,30000,349,"Salaam Baalak Trust (SBT) has a vision to create a nurturing environment that can foster normal physical and mental growth of street and neglected children. The programme would help In latent talent development and skill enhancement of children. Participation in arts would result in improvement of overall life pattern of children, through reduction of stress and negative emotions; using untapped mental and physical energy and strengthening the feelings of team building and team spirit among them","The Trust aims reach out to as many vulnerable children as possible through outreach activities and rescue operations. Upon authentic tips, SBT's team carries out rescue operation with support of Childline team. Teams of social workers scout railways station, bus stops and crowded market places to find children in vulnerable circumstances. The child is encouraged to come to the Contact point where food, medical aid, counselling and fun learning activity services are provided.","Teams of social workers also work on a preventive mode in urban slums where children are vulnerable to becoming street children. Here work is carried out in sync with families & community leaders for the welfare of children. Children are encouraged to come to Community Contact points where education, healthcare, counselling and vocational training services are provided.",Improve the life of street children in our care,"New Delhi, Delhi - India",http://www.salaambaalaktrust.org,,
https://www.globalgiving.org/projects/girl-child-education-bangalore-karnataka-ngo-breads/,Educate 100 Rescued Girl Child Labourers,Bangalore Rural Educational and Development Society (BREADS),31644,52800,338,"Through the project &quote;Educate 100 Rescued Girl Child Labourers&quote;, BREADS will educate 100 rescued girl child labourers. The project will free the girl children from the evils of child labour, abuse and other vulnerabilities. It will mainstream girl children through family reunification, institutional placement, informal/formal education and employable skill training through Don Bosco Centres.","There are thousands of child labourers in North Karnataka region especially girls. They are prone to exploitation, abuse and vulnerability. Girl child trafficking, child marriage and devadasi (temple prostitution) system, etc., are very prevalent in the rural villages and urban slums of North Karnataka region. The majority of the school dropout children are girls, who eventually end up as child labourers. 144 children are being educated and need to be continued until they complete class X.","The project intends to rescue and educate 100 girl child labourers through education sponsorship untill they complete class X. The funds received through the project will be utilized to meet the school fees, uniforms, nutritious food, school bags, notebooks, etc. Those children who need institutional care as the last option will be admitted to boarding centres. BREADS has four rehabilitation centres in North Karnataka namely, DB Gulbarga, DB Yadgir, DB Deodurga, Don Bosco Hospet and DB Bidar.","The project will change the lives of the girl children who were once denied the right to education and childhood. The project would explicitly benefit 100 rescued child labourers. The education of the girl children will change the community/family on a long term basis. If we are able to educate a girl child, it will change the family and society as a whole. It will also contribute to a child labour free society in many remote villages of North Karnataka. To make them eligible for higher studies","Bangalore, Karnataka - India",http://www.breadsbangalore.org,https://www.facebook.com/BREADSbangalore,
https://www.globalgiving.org/projects/make-a-smile-gift/,100 Smiles in 100 Days,Mission Smile,41749,55000,345,"Just like Dev Deka in the above video, every day we receive around 8 children from underprivileged background desperately waiting for their chance to Smile. Unless they receive surgery, 1 out of 10 children with an unrepaired cleft will die before their 1st birthday. Our goal is to raise support for 100 needy cleft children and give them with this much needed surgery in 100 days. The stakes are high, Smile supporters --- WILL YOU HELP??","Many of the cleft children coming to us, are from families earning less than $100 a month. If you have seen cleft children earlier- they CANNOT BREAST-FEED properly, they SPEAK IN NASAL TONE and they look different so they FACE CRUEL NAME-CALLING. All of this ends, if only they get a CHANCE of SURGERY and NEEDED CARE. Some of the children in our list, received nutritional care to become fit for their surgeries. NOW, WHEN THEY ARE READY, we want to give them-HUGS Not Delay and SMILES Not Wait","Mission Smile provides free surgery and care to the cleft children of India. Catering these needs multi-disciplinary support hence we provides - Nutritional Care, Surgery, Speech, Dental Care to these needy cleft children. As these children come from needy families; we also takes care of their Transportation, Food and Stay, for the child and his/her parents. Mission Smile adopts GLOBAL STANDARDS of CARE and SURGERY to provide SAFEST and COMPASSIONATE CARE to Cleft Children.","The immediate change is what we see in the child's eyes, as he/she peeps into the mirror for the first time after surgery. They look at the mirror in dis-belief and gladly accept this new LIFE FREE FROM CLEFT. For the parents, a surgery for their kid at no cost to them is nothing short of a miracle. They have tears in their eyes when we ask for their feedback. Surgery helps these children to gain health and come out of their low-esteem because of Cleft-and LIVE TO THEIR FULLEST POTENTIAL.","Kolkata, Bidhannagar - India",http://www.missionsmile.org,https://www.facebook.com/MissionSmileOFFICIAL/?fref=ts,https://twitter.com/OpSmileIndia
https://www.globalgiving.org/projects/training-to-augment-organ-donation-in-india/,Training to augment organ donation in India,MOHAN ( Multi Organ Harvesting Aid network ) FOUNDATION,12275,25000,83,This project will support the invaluable task of training 100 Transplant Coordinators who do the unenviable job of counseling bereaved families to encourage them to donate the organs of their deceased loved one and save other lives.  Speaking to families who have just lost a dear one is no easy task and needs to be done with sensitivity which the coordinators are trained for in addition to coordinating the entire process of donation and transplant in a timely  and effective manner.,"India has a dismal organ donation rate of 0.26 per million population. There is very little public awareness on one hand and inadequate infrastructure readiness on the other. Our experience has shown that placement of trained transplant coordinators boosts the number of donations. Even though placement of coordinators has been mandated in the Act governing this work, there is no structured training program available in the country and there is an acute paucity of such trained personnel.","This project will help bridge this gap mentioned above and create a trained cadre of 100  transplant coordinators in selected parts of the country who will not just do public awareness but will also be placed in various government and private transplant centres to sensitise the medical staff, set systems in place, counsel grieved families and coordinate the entire process of donation and transplantation. The Foundation will also coordinate the placement of these trained coordinators.","The project will create a trained task force 1). that can be employed by organ procuring agencies/major hospitals/Transplant Centres 2).who is able to manage the cadaver organ donation procedures effectively and efficiently 3). is able to work as a &quot;positive force&quot; to negate the efforts of scandalous kidney rackets that haunts the country and exploits the poor, and 4).influence the government to support organ donation program, thereby increasing the number of donations in the country.","Chennai, Tamil Nadu - India",http://www.mohanfoundation.org,https://www.facebook.com/MOHANFoundationIndia/#,https://twitter.com/MohanFoundation
https://www.globalgiving.org/projects/feed-children-in-the-school/,Feed Children in School,Gyan Jyoty Rural Development welfare Trust Bodhgaya,4921,10000,79,"Gyan Jyoty school serves very poor village children, who often resort to begging instead of school, and who often eat only once a day. The members of Gyan Jyoty Trust grew up in such a village, and we know how education and good nutrition can change a child's life. Our project will provide a nutritious lunch every day at school for these children, making it possible for them to learn, grow and thrive educationally, physically and emotionally.","Gyan Jyoty school serves very poor village children, who often resort to begging instead of school, and who often eat only once a day. The members of Gyan Jyoty Trust grew up in such a village, and we know how education and good nutrition can change a child's life. Our project will provide a nutritious lunch every day at school for these children, making it possible for them to learn, grow and thrive educationally, physically and emotionally.","School offers a quality educational experience for these under served village children. Our school lunch program will provide a nutritious daily meal, allowing the children to concentrate on learning, and not be diverted into a life of begging and poverty. Without chronic hunger, these children have a chance to benefit fully from the education we offer, and their future potential can be realized, as they grow beyond the limits of poverty and ignorance.","It is well known and documented that education, especially for girls, changes not only the child's individual future, but the quality of life in their village and community. Educating these children will help break the cycle of poverty which grips so many of their families and neighborhoods. Our village is located near Bodhgaya, a World Heritage site. Begging and child labour are endemic to such tourist centers. Our school and nutrition program helps prevent this negative aspect of tourism.","Gaya, Bihar - India",,,
https://www.globalgiving.org/projects/send-200-girls-to-leadership-academy-in-india/,Send 200 Girls to Leadership Academy in India,Women's Education Project,11284,50000,87,"This project will send 200 young women in India, living under $2 a day, on a 12-month adventurous path to discover their inner leader and embark on life-changing careers.   We are Kavya and Nathalie, high school seniors, who have recently returned from working at WEP Centers (summer 2019), and seek your support for our inspiring peers in India to enter careers of their own choosing. Thank you.","Young women's participation in formal sector employment in India has decreased to 23.3% (one of the lowest rates in South Asia). Social pressures and responsibilities, access, availability and awareness, force young women to marry early and remain financially dependent and immobile - forever unable to understand their abilities and opportunities.","200 young women will complete a 12-month curriculum - Women's Education Project's I Am a Leader Academy - to enlarge their understanding of their inner leader and life's opportunities and to prepare them for a fulfilling formal-sector career of their own interest and choosing.   2020 WEP Scholars, will join us, (Kavya and Nathalie) to work at WEP Centers in India (summer 2020) and with the WEP students online to complete and support each other in Academy activities.","I Am a Leader Academy graduates become financially independent - 64% entering employment of their own choosing.   They marry later and have fewer children. Having broken from poverty's cycle, they provide leadership in their careers, homes and communities, and make a lasting impact on future generations.","New York, NY - USA",http://www.WomensEducationProject.org,https://www.facebook.com/WomensEducationProject/,https://twitter.com/womensedproject
https://www.globalgiving.org/projects/dignified-income-for-150-slum-women/,Empower 150 slum dwelling female entrepreneurs,Karuna Trust,4746,10000,41,"Slum dwelling women often become victims of sexual and other forms of violence. Due to a lack of education and vocational skills, women have no choice but to do domestic work in other households for which they get poorly paid. They often are treated badly and get abused by their employers. The project trains 150 women in income generation skills which will enable them to earn a living. The sewing, dress design and beauty parlour classes enable the women to set up their own little enterprises.",Women living in slums need to work to sustain their children and themselves. They can't rely on income brought into the family by their husbands. They mostly do domestic work in other households for which they receive little money. They are often ill-treated and abused by their employers. The women are uneducated and have limited vocational skills. They have no choice but to do this kind of work even though it's poorly paid and subjects the women to sexual violence and abuse.,"The project trains 150 women in income generation skills which will enable them to earn a dignified living. The sewing, fashion design, and beauty parlour classes allow the women to set up their own little enterprises afterwards. They'll receive entrepreneurship training as well so that the new small scale business will be successful. They'll be also benefiting of the women leadership training of the project. This makes them aware of social issues like girls education and women's legal rights.","The 150 women securing their own dignified income become independent from their husband's often unreliable income. Money earned by women is benefiting the family almost completely. Women are thus able to provide nutritious food to their children and invest in their education. They become aware about the need for good education for their daughters, too and will send them to school longer instead of using them for household chores. Educated girls are the first step to end poverty and change lives.","London, England - United Kingdom",http://www.karuna.org/,https://www.facebook.com/karuna.org,
https://www.globalgiving.org/projects/preventing-inter-generational-prostitution/,Preventing Inter-Generational Prostitution,Apne Aap Women Worldwide Trust,43429,65000,220,"This project will build self-confidence among girls to express themselves, learn about their rights and gain an education through which they can prevent their own sexual exploitation and sex trafficking. With this confidence and knowledge, these girls can also begin to access other government services and entitlements like low cost food, housing, and health care for themselves and their families. They can be leaders for social, economic, and political change in their community.","The aim of this project is to empower women and girls from nomadic and semi-nomadic groups in Delhi, which include certain caste communities that suffer from inter-generational prostitution, to increase their choices and bring them out of prostitution or the risk of being prostituted. The beneficiaries are prostituted and at-risk women and girls from marginalized sections of society - particularly from the DNT communities in Dharampura in Najafgarh, a population that is poor.","Our activities will help to prevent inter-generational prostitution in this community by keeping girls enrolled in school. Activities like: Creating a monitoring mechanism in collaboration with the school and the local Child Welfare Committee so that girls do not drop out of school, developing an Individual Child Care Plan for every girl vulnerable to trafficking in Najafgarh, Generating awareness and motivating parents (especially the prostituted women) of red light areas in Najafgarh.","At the primary school at Najafgarh, where we hope to implement this project, 750 girls enrolled in the school will directly benefit from this project. This project will not only address the need for every child to have the right to education but will attempt to dismantle the cycle of prostitution and trafficking through education. By working with the schools and the community, and by involving them in this movement towards empowering the 'last girl' (the most marginalised girl in any situation).","Hastings, Kolkata - India",http://www.apneaap.org,https://Facebook.com/ApneAap,https://twitter.com/apneaap
https://www.globalgiving.org/projects/transform-lives-of-25-poor-rural-children-in-india/,Transform lives of 25 poor rural children in India,Purkal Youth Development Society,8184,20000,77,"We are addressing the root cause of poverty - 'Lack of quality education'. We work for 41 villages in the Himalayan foothills.  We transform poor rural youth through value based learning & emotional help. They stay with us for 14 years & everything is provided to them for free including nourishment & exposure.  Our effort has helped several poorest of the poor families escape cycle of poverty, brought hope to whole communities, salvaged potential anti-socials & created change makers.",Government Schools do not deliver meaningful education and private Schools being profit oriented are expensive. The poor need comprehensive care and dignity. Excellent education with all the support such as libraries and laboratories to help performance is our goal. We struggle to provide all this to the poorest and it is not cheap. Our success over the last 15 years proves that dogged determination can deliver.,"We have 25 Children (16 girls among them) in a Class, including Class 6. Each classroom needs sponsorship. We are affiliated to CBSE, a national body. We compare well when benchmarked nationally & internationally. School works 6 days a week, 10 hours a day & 270 days a year. Apart from learning, they enjoy playing, dance, drama, theater & games. 4 feeds including fruits are provided. A well trained faculty, using several well-known partnerships, impart &quot;learning by doing&quot; education.","The 25 in Class 6 are part of a 510 strong School. Educated children have already impacted this community positively. The ripple effects of motivation & hope are driving the community to seek better education. Women & girls are no longer a liability but have a place under the Sun. Our comparatively small State can be galvanized into progress, if a thousand graduate as complete humans in a few years.  Education is the most powerful weapon of change.","Dehradun, Uttarakhand - India",http://www.purkal.org,https://www.facebook.com/purkal,https://twitter.com/pyds
https://www.globalgiving.org/projects/nurture-75-vulnerable-children-in-the-redlightarea/,Nurture 75 vulnerable children in the RedLightArea,Apne Aap Women's Collective (AAWC),8393,10000,165,"Children growing up in Mumbai red light area often stay under the bed or found lurking on streets unattended. From a young age they witness drug peddling, gambling dens, sexual acts and other illicit activities while their mothers engage in sex work. They're always at the risk of getting physically and sexually abused. A daycare & night shelter facility for these children would help them to grow in secured space with care and protection through healthy lifestyle, diet and hygienic conditions.","Children growing up in the red light area often stay under the care of community members while their mothers engage in the sex work.They grow up without mothers or family are often found roaming around the streets even in the night. Most of them are malnourished with a tendency of using both physical verbal abuses.They show behavioral problems and often face neglect,sexual and physical abuse.They  imitate sexual acts, as they play unattended below the beds where sexual activity is taking place.","A day-care and night shelter facility for toddlers from the age of 2 to 5 years would help them with a secured space, a protective and encouraging environment to learn and study, keep them away from the area and exposure of the activities. Healthy lifestyle, diet and hygienic conditions along with care, love, and peace will give them a productive safe space to grow.","Through our day care and night shelter project, every year 75 toddlers will have the confidence and better social skills to start formal school education and are integrated into the mainstream in the long run. Once the children are of 5 years of age, boys will be placed in partner Boarding Homes and the girls will be absorbed in our 'Udaan' Project.","Mumbai, Maharashtra - India",http://www.aawc.in,,
https://www.globalgiving.org/projects/access-to-family-planning-methods-to-1000-poor-couples/,Support Poor Couples to Access Family Planning,Hindustan Latex Family Planning Promotion Trust,1813,25000,63,"The project will provide access to quality family planning products and services to over 500 young couples belonging to rural villages in Uttar Pradesh, India. This would enable them to take an informed decision to plan and space their pregnancies as per their choice. By contributing as little as $10, you can help these couples lead a better reproductive life.",In India Family Planning(FP)is hushed issue.Early marriage is common; thereafter which young couples face family pressure to reproduce soon.Couples have no access to FP methods & services.In absence of good counseling support either go for sterilization for incentive or have unsafe abortions.HLFPPT is striving to address problem through its network of hospital-Merrygold Hospitals where couple have access to whole range of FP products & services with counseling support to make informed FP choice.,"HLFPPT has partnered with 300 private hospitals in state of Uttar Pradesh to provide complete package of quality affordable Family Planning (FP) services. These hospitals are more accessible for couples to access services. Services includes male & female condoms; injectables, intrauterine device, male & female sterilization etc coupled with counseling support. More than1,000,000women have availed FP services through HLFPPT hospitals","This project will help prevent unwanted pregnancies and also needless deaths of mothers on account of unsafe abortions. It would help ensure that each baby born is welcomed and is healthy. Given the key role that family members and community plays in controlling family planning decisions of the couples, the program will also contribute towards creation of an enabling environment that promotes proper timing and spacing of pregnancies in the state-starting with one couple at a time.","Noida, Uttar Pradesh - India",http://www.hlfppt.org,https://www.facebook.com/hlfppt,
https://www.globalgiving.org/projects/give-a-smile-to-3000-slum-children-to-attend-school/,Give a smile to 3000 slumchildren to attend school,Ruchika Social Service Organisation,10973,58666,107,"As per the Right to Education Act 2009 (RTE Act.) , all children in the age group of 6 to 14 years need to be in the schools. This program will help to educate 3000 out of school underprivileged children in the 50 urban slums of Bhubaneswar city, India. Also it helps in providing remedial education support to the children and mainstream them to the government school.","The slums of the city of Bhubaneswar, India, are a breeding ground for poverty, exploitation, negligence, destitution and disease. Children living in these slums have poor access to schools, and even where there is access and initial enrollment, there is a high dropout rate from school by grade 8. slum children are employed in the labour sector at a young age. Seeking to supplement family income, children work in different and distant locations which make regular attendance at school impossible.","As per the Right to Education Act 2009  all children in the age group of 6 to 14 years need to be in the schools. But the history witnesses that, the Government education programs are hardly successful for slum populations. RSSO expects universal enrolment and retention of slum children through community empowerment, children counseling, school teacher’s sensitization program and imparting remedial education to maintain academic proficiency of the children at par with their counterpart.","It is expected that by the end of the project period, positive environment would be created in the slum community to send the children to school. The parents and would be empowered enough to demand quality education. The School Management Committee would be working effectively to achieve the goal of Right to Education Act. All the provisions of the RTE Act would be realized and the said 50 slums would be  a model  community fighting for quality education for all.","Bhubaneswar, Orissa - India",http://www.ruchika.org,,
https://www.globalgiving.org/projects/toilets-water-for-school-children-rural-india/,"Toilets & Water for school children, rural India",Kalanjiyam Trust,58121,100000,699,"Having toilets and water is a basic necessity in schools, however it is not available in many rural schools in Indai!  Due to this, children are irregular to school and eventually drop out. This project will help to build in toilets and maintain them, provide running and clean drinking water for school children in rural schools in Tamil Nadu!  The expected impact of the project is better health and improved school attendance and reduction is school drop outs among the project villages.","Village schools in Tamil Nadu is where most rural children go for education.  These schools lack basic infrastructure such as clean latrines and safe water supply.  This is a key reason for village children to be absent from school and / or drop out from school eventually.  Children in our villages go to the fields for toileting, as toilets are not there or not in usable condition in school. Water supply is not available in school, so teachers / children have to bring water from other sources.","The aim of this project is to build private latrines for boys and girls in rural schools with water supply, through bore-well and placing tanks for water storage in the school.  The project will also take up the maintenance of toilets by appointing a local woman for daily cleaning and upkeep. This ensures that the toilets are used and habituates the children to use a clean toilet.  Drinking water purification system will be installed to ensure bacteria free water is available in school.","Providing hygiene and sanitation facilities in school will create an enabling school environment and children's regularity to school will be improved, awareness of hygiene and sanitation will increase and children will have fewer illnesses due to water borne infections.  In the long term the project is expected to reduce drop out rates especially among girls, in upper primary and high school in the project covered villages.  The project will benefit 300 children in the project adopted schools.","Chennai, Tamil Nadu - India",http://www.kalanjiyam.org/,,
https://www.globalgiving.org/projects/education-for-350-hiv-infected-affected-children/,Education for 356 HIV Infected/Affected Children,DESIRE Society,5985,24984,167,"As per the latest figures, it is estimated about 200000 children are infected with HIV/AIDS in India. Andhra Pradesh has one of largest number of inhabitants of these children. Society is still to cope up with discrimination against providing their basic educational needs. Need of hour is to have qualitative schooling/learning related facilitation to these HIV children.",The problem faced is stigma and discrimination associated with HIV children regarding their education at schools in India. Still children with HIV/AIDS in India are being denied admissions into schools.The contribution in schooling needs will provide solution in this regard.The relatively high cost of schooling will be taken care with this support.,"Presently, Medak district is divided into strategic locations. On those particular points, health camps are organized by DESIRE Society. Screening of HIV children starts at those locations. Based on socio-economic conditions they will be enrolled with us. Total 356 are identified of being positive status as well as need to take up challenge of providing them basic right to educational needs. It has component of; 1 Schooling Needs   2 Computer Learning Education",Long term impact can be visualized as follows: The &quot;right to education&quot; for HIV infected/affected children will be set agenda for this project in long term.They can attend the good schools in respective areas.It will strengthen their potential life span like any other normal child in community.It will be stigma free environment to grow in long run.,"HYDERABAD, TELANGANA STATE - India",http://www.desiresociety.org,https://www.facebook.com/DESIRE-Society-1712632718976457/,
https://www.globalgiving.org/projects/empower-intellectually-disabled-with-technology/,Empower Intellectually Disabled with Technology,AMBA,8873,10000,52,"AMBA, a Movement enabling Livelihood using Information Technology for a community of adults with moderate to severe intellectual disabilities across India targeting to impact 1,50,000 adults by 2025 and into live work by 2030.","The Intellectually Disabled Community is the most marginalized section of society in India. This Disability is a developmental disorder with extremely delayed milestones & low cognitive ability. Being a disability of the mind, they do not have the capacity to go through formal education nor the social skills to go out & work in Mainstream jobs. Aside of years of ridicule, the challenge lies in assuring this community has the ability to independently ensure that their future is secure.","AMBA has derived an alternate educative system to the community of Moderate to Severe intellectual Disabilities. Our ecosystem of Learning & Earning is adaptive, visual & functional, appropriate to their acumen, enabling accurate data entry & audit, making them contributors to family & Society. The process is driven using ICT & peer driven processes in Training & work making the program sustainable. This Economic Empowerment aids them to earn their dignity & respect in the Society.","The Impact has been beyond economic empowerment - eradicating stigma & uplifting a community that has been sidelined & not even recognized as a challenge. We are currently within 450+ collaborations impacting over 8000+ youngsters who were sidelined. The Impact is three Fold, To the Adult who is much more confident & Empowered, To the Parents who are Proud that the child is no more an economic burden & the Institution who Collaborates with AMBA now has a positive growth plan for their future.","Bangalore, Karnataka - India",http://www.ambaforlife.org,https://www.facebook.com/ambaforlife/?fref=ts,
https://www.globalgiving.org/projects/gift-of-play-for-children-in-need-in-india/,Give the Gift of Play to a Child in Need in India,Karuna-Shechen,7566,10000,171,"Toys encourage more than play - they develop essential cognitive skills and are part of early childhood development. In the remote region of Jharkhand, India hundreds of destitute children spend their days lingering in government-run nurseries, where they are not provided with the stimulation their young minds need. With your help, Karuna-Shechen will bring educational toys and engaging playtime to 6 remote nurseries (240 children), providing the resources children need to reach their potential.","In developing countries, over 200 million children under 5 years of age do not reach their developmental potential because, in part, of inadequate cognitive stimulation. In government-run nurseries in rural India, children ages 3-6 are just left alone in a bare room, without interaction or educational play throughout the day. The lack of financial resources and poor staff training results in a lost opportunity to help develop the children's capacities and incentives.","Karuna-Shechen's innovative solution is simple: develop an Early Child Care and Development Program that provides toys, training, and support so that children in the critical development stage receive engaging cognitive education. With your help, we will provide training to nursery employees, hire and teach village women to coordinate and lead activities, and operate 6 nurseries in remote villages. Together, we will help 240 children develop their minds through educational and enjoyable play.","Educational toys and engaging play delivered to under-served children at this critical time in their development can make a difference throughout their lives. Through our program these children will not only develop their own thinking capacities, but they will also learn how to cooperate and communicate. By playing and interacting creatively, they will develop socialization and problem-solving skills that can improve the quality of their lives for years - and decades - to come.","Kew Gardens, NY - USA",http://www.karuna-shechen.org,https://www.facebook.com/Karuna-Shechen,https://twitter.com/KarunaShechen
